"species","order","family","fullCodeSuitable","fullCodeMarginal","fullCodeUnknown","briefCode"
"Perameles pallescens","PERAMELEMORPHIA","PERAMELIDAE",NA,NA,NA,NA
"Perameles papillon","PERAMELEMORPHIA","PERAMELIDAE",NA,NA,NA,NA
"Peroryctes broadbenti","PERAMELEMORPHIA","PERAMELIDAE","1.6",NA,NA,"1"
"Peroryctes raffrayana","PERAMELEMORPHIA","PERAMELIDAE","1.6,1.9,3.7,4.7",NA,NA,"1,3,4"
"Macrotis lagotis","PERAMELEMORPHIA","THYLACOMYIDAE","2.1,4.5",NA,NA,"2,4"
"Macrotis leucura","PERAMELEMORPHIA","THYLACOMYIDAE","2.1,3.5,4.5",NA,NA,"2,3,4"
"Hypsiprymnodon moschatus","DIPROTODONTIA","HYPSIPRYMNODONTIDAE","1.6,1.9",NA,NA,"1"
"Dendrolagus bennettianus","DIPROTODONTIA","MACROPODIDAE","1.6,1.9",NA,NA,"1"
"Dendrolagus dorianus","DIPROTODONTIA","MACROPODIDAE","1.6,1.9",NA,NA,"1"
"Dendrolagus goodfellowi","DIPROTODONTIA","MACROPODIDAE","1.6,1.9",NA,NA,"1"
"Dendrolagus inustus","DIPROTODONTIA","MACROPODIDAE","1.6,1.9",NA,NA,"1"
"Dendrolagus lumholtzi","DIPROTODONTIA","MACROPODIDAE","1.6,1.9","1.6,1.9",NA,"14,1"
"Dendrolagus matschiei","DIPROTODONTIA","MACROPODIDAE","1.9",NA,NA,"1"
"Dendrolagus mayri","DIPROTODONTIA","MACROPODIDAE","1.9",NA,NA,"1"
"Dendrolagus mbaiso","DIPROTODONTIA","MACROPODIDAE","1.9,3.7",NA,NA,"1,3"
"Dendrolagus notatus","DIPROTODONTIA","MACROPODIDAE","1.9",NA,NA,"1"
"Dendrolagus pulcherrimus","DIPROTODONTIA","MACROPODIDAE","1.9",NA,NA,"1"
"Dendrolagus scottae","DIPROTODONTIA","MACROPODIDAE","1.9",NA,NA,"1"
"Dendrolagus spadix","DIPROTODONTIA","MACROPODIDAE","1.6",NA,NA,"1"
"Dendrolagus stellarum","DIPROTODONTIA","MACROPODIDAE","1.9",NA,NA,"1"
"Dendrolagus ursinus","DIPROTODONTIA","MACROPODIDAE","1.9","1.9",NA,"1"
"Dorcopsis atrata","DIPROTODONTIA","MACROPODIDAE","1.9",NA,NA,"1"
"Dorcopsis hageni","DIPROTODONTIA","MACROPODIDAE","14.4,14.6,1.6",NA,NA,"14,1"
"Dorcopsis luctuosa","DIPROTODONTIA","MACROPODIDAE","1.6,1.8","1.6,1.8",NA,"14,1"
"Dorcopsis muelleri","DIPROTODONTIA","MACROPODIDAE","1.6,1.8",NA,NA,"1"
"Dorcopsulus macleayi","DIPROTODONTIA","MACROPODIDAE","1.6,1.9","1.6,1.9",NA,"14,1"
"Dorcopsulus vanheurni","DIPROTODONTIA","MACROPODIDAE","1.6,1.9","1.6,1.9",NA,"14,1"
"Petrogale assimilis","DIPROTODONTIA","MACROPODIDAE","6",NA,NA,"6"
"Petrogale brachyotis","DIPROTODONTIA","MACROPODIDAE","6","6",NA,"1,2,6"
"Petrogale burbidgei","DIPROTODONTIA","MACROPODIDAE","1.5,6",NA,NA,"1,6"
"Petrogale coenensis","DIPROTODONTIA","MACROPODIDAE","6","6",NA,"1,6"
"Petrogale concinna","DIPROTODONTIA","MACROPODIDAE","1.5,2.1,4.5,6",NA,NA,"1,2,4,6"
"Petrogale godmani","DIPROTODONTIA","MACROPODIDAE","6",NA,NA,"6"
"Petrogale herberti","DIPROTODONTIA","MACROPODIDAE","6",NA,NA,"6"
"Petrogale inornata","DIPROTODONTIA","MACROPODIDAE","6",NA,NA,"6"
"Petrogale lateralis","DIPROTODONTIA","MACROPODIDAE","2.1,3.4,3.5,3.8,4.5,6,8.1",NA,NA,"2,3,4,6,8"
"Petrogale mareeba","DIPROTODONTIA","MACROPODIDAE","6",NA,NA,"6"
"Petrogale penicillata","DIPROTODONTIA","MACROPODIDAE","1.4,1.5,1.6,2.1,6",NA,NA,"1,2,6"
"Petrogale persephone","DIPROTODONTIA","MACROPODIDAE","1.5,6",NA,NA,"1,6"
"Petrogale purpureicollis","DIPROTODONTIA","MACROPODIDAE","6",NA,NA,"6"
"Petrogale rothschildi","DIPROTODONTIA","MACROPODIDAE","6",NA,NA,"6"
"Petrogale sharmani","DIPROTODONTIA","MACROPODIDAE","6",NA,NA,"6"
"Petrogale wilkinsi","DIPROTODONTIA","MACROPODIDAE",NA,NA,NA,NA
"Petrogale xanthopus","DIPROTODONTIA","MACROPODIDAE","6",NA,NA,"6"
"Thylogale billardierii","DIPROTODONTIA","MACROPODIDAE","1.4,3.4","1.4,3.4",NA,"1,14,3,4"
"Thylogale browni","DIPROTODONTIA","MACROPODIDAE","14.6,1.6,1.9",NA,NA,"14,1"
"Thylogale brunii","DIPROTODONTIA","MACROPODIDAE","1.6,2.2","1.6,2.2",NA,"14,1,2"
"Thylogale calabyi","DIPROTODONTIA","MACROPODIDAE","4.7",NA,NA,"4"
"Thylogale stigmatica","DIPROTODONTIA","MACROPODIDAE","1.4,1.6,1.9",NA,NA,"1"
"Thylogale thetis","DIPROTODONTIA","MACROPODIDAE","1.4,1.5","1.4,1.5",NA,"1,14"
"Lagorchestes asomatus","DIPROTODONTIA","MACROPODIDAE","8.1",NA,NA,"8"
"Lagorchestes conspicillatus","DIPROTODONTIA","MACROPODIDAE","1.5,2.1,3.5,4.5",NA,NA,"1,2,3,4"
"Lagorchestes hirsutus","DIPROTODONTIA","MACROPODIDAE","3.4,3.5,4.4,4.5",NA,NA,"3,4"
"Lagorchestes leporides","DIPROTODONTIA","MACROPODIDAE","18",NA,NA,"18"
"Macropus fuliginosus","DIPROTODONTIA","MACROPODIDAE","1.4,14.2,1.5,2.1,3.4,3.5,3.8,4.4,4.5",NA,NA,"1,14,2,3,4"
"Macropus giganteus","DIPROTODONTIA","MACROPODIDAE","1.4,14.2,1.5,2.1,3.4,3.5,3.8,4.4,4.5",NA,NA,"1,14,2,3,4"
"Notamacropus agilis","DIPROTODONTIA","MACROPODIDAE",NA,NA,NA,NA
"Notamacropus dorsalis","DIPROTODONTIA","MACROPODIDAE",NA,NA,NA,NA
"Notamacropus eugenii","DIPROTODONTIA","MACROPODIDAE",NA,NA,NA,NA
"Notamacropus greyi","DIPROTODONTIA","MACROPODIDAE",NA,NA,NA,NA
"Notamacropus irma","DIPROTODONTIA","MACROPODIDAE",NA,NA,NA,NA
"Notamacropus parma","DIPROTODONTIA","MACROPODIDAE",NA,NA,NA,NA
"Notamacropus parryi","DIPROTODONTIA","MACROPODIDAE",NA,NA,NA,NA
"Notamacropus rufogriseus","DIPROTODONTIA","MACROPODIDAE",NA,NA,NA,NA
"Onychogalea frenata","DIPROTODONTIA","MACROPODIDAE",NA,NA,NA,NA
"Onychogalea lunata","DIPROTODONTIA","MACROPODIDAE","2.1,4.5",NA,NA,"2,4"
"Onychogalea unguifera","DIPROTODONTIA","MACROPODIDAE","1.5,2.1,3.5",NA,NA,"1,2,3"
"Osphranter antilopinus","DIPROTODONTIA","MACROPODIDAE",NA,NA,NA,NA
"Osphranter bernardus","DIPROTODONTIA","MACROPODIDAE",NA,NA,NA,NA
"Osphranter robustus","DIPROTODONTIA","MACROPODIDAE",NA,NA,NA,NA
"Osphranter rufus","DIPROTODONTIA","MACROPODIDAE",NA,NA,NA,NA
"Setonix brachyurus","DIPROTODONTIA","MACROPODIDAE","1.4,3.4,3.8,5.3",NA,NA,"1,3,5"
"Wallabia bicolor","DIPROTODONTIA","MACROPODIDAE","1.4,14.1,14.2,14.3,1.5,1.6,3.4,3.5,3.6,3.8",NA,NA,"1,14,3"
"Lagostrophus fasciatus","DIPROTODONTIA","MACROPODIDAE","3.4",NA,NA,"3"
"Aepyprymnus rufescens","DIPROTODONTIA","POTOROIDAE","1.4,1.5,2.1","1.4,1.5,2.1",NA,"1,14,2"
"Bettongia anhydra","DIPROTODONTIA","POTOROIDAE",NA,NA,"18","18"
"Bettongia gaimardi","DIPROTODONTIA","POTOROIDAE","1.4",NA,NA,"1"
"Bettongia lesueur","DIPROTODONTIA","POTOROIDAE","1.5,2.1,3.5,8.1",NA,NA,"1,2,3,8"
"Bettongia penicillata","DIPROTODONTIA","POTOROIDAE","1.4,3.4",NA,NA,"1,3"
"Bettongia pusilla","DIPROTODONTIA","POTOROIDAE","18",NA,NA,"18"
"Bettongia tropica","DIPROTODONTIA","POTOROIDAE","1.5,1.9",NA,NA,"1"
"Caloprymnus campestris","DIPROTODONTIA","POTOROIDAE","8.2",NA,NA,"8"
"Potorous gilbertii","DIPROTODONTIA","POTOROIDAE","3.8",NA,NA,"3"
"Potorous longipes","DIPROTODONTIA","POTOROIDAE","1.4,3.4",NA,NA,"1,3"
"Potorous platyops","DIPROTODONTIA","POTOROIDAE","5.16",NA,NA,"5"
"Potorous tridactylus","DIPROTODONTIA","POTOROIDAE","1.4,3.4",NA,NA,"1,3"
"Acrobates frontalis","DIPROTODONTIA","ACROBATIDAE",NA,NA,NA,NA
"Acrobates pygmaeus","DIPROTODONTIA","ACROBATIDAE","1.4,1.6","1.4,1.6",NA,"1,14"
"Distoechurus pennatus","DIPROTODONTIA","ACROBATIDAE","14.4,14.6,1.6,1.9",NA,NA,"14,1"
"Dactylopsila kambuayai","DIPROTODONTIA","PETAURIDAE",NA,NA,NA,NA
"Dactylopsila megalura","DIPROTODONTIA","PETAURIDAE","1.9",NA,NA,"1"
"Dactylopsila palpator","DIPROTODONTIA","PETAURIDAE",NA,NA,NA,NA
"Dactylopsila tatei","DIPROTODONTIA","PETAURIDAE","1.6,1.9",NA,NA,"1"
"Dactylopsila trivirgata","DIPROTODONTIA","PETAURIDAE","1.6,1.9","1.6,1.9",NA,"14,1"
"Gymnobelideus leadbeateri","DIPROTODONTIA","PETAURIDAE","1.4,1.8",NA,NA,"1"
"Petaurus abidi","DIPROTODONTIA","PETAURIDAE","1.9","1.9",NA,"14,1"
"Petaurus ariel","DIPROTODONTIA","PETAURIDAE",NA,NA,NA,NA
"Petaurus australis","DIPROTODONTIA","PETAURIDAE","1.4,1.5,1.6",NA,NA,"1"
"Petaurus biacensis","DIPROTODONTIA","PETAURIDAE","14.3,14.4,14.6,1.6",NA,NA,"14,1"
"Petaurus breviceps","DIPROTODONTIA","PETAURIDAE","1.4,14.3,14.4,1.5,1.6,1.9,2.1","1.4,14.3,14.4,1.5,1.6,1.9,2.1",NA,"1,14,2"
"Petaurus gracilis","DIPROTODONTIA","PETAURIDAE","1.5",NA,NA,"1"
"Petaurus norfolcensis","DIPROTODONTIA","PETAURIDAE","1.4,14.5,1.5,1.6",NA,NA,"1,14"
"Petaurus notatus","DIPROTODONTIA","PETAURIDAE",NA,NA,NA,NA
"Hemibelideus lemuroides","DIPROTODONTIA","PSEUDOCHEIRIDAE","1.6,1.9",NA,NA,"1"
"Petauroides armillatus","DIPROTODONTIA","PSEUDOCHEIRIDAE",NA,NA,NA,NA
"Petauroides minor","DIPROTODONTIA","PSEUDOCHEIRIDAE",NA,NA,NA,NA
"Petauroides volans","DIPROTODONTIA","PSEUDOCHEIRIDAE","1.4,1.5",NA,NA,"1"
"Pseudocheirus occidentalis","DIPROTODONTIA","PSEUDOCHEIRIDAE","1.5",NA,NA,"1"
"Pseudocheirus peregrinus","DIPROTODONTIA","PSEUDOCHEIRIDAE","1.4,14.4,14.5,1.5,1.6,2.1","1.4,14.4,14.5,1.5,1.6,2.1",NA,"1,14,2"
"Pseudochirulus canescens","DIPROTODONTIA","PSEUDOCHEIRIDAE","1.6","1.6",NA,"1"
"Pseudochirulus caroli","DIPROTODONTIA","PSEUDOCHEIRIDAE","1.6,1.9",NA,NA,"1"
"Pseudochirulus cinereus","DIPROTODONTIA","PSEUDOCHEIRIDAE","1.6,1.9",NA,NA,"1"
"Pseudochirulus forbesi","DIPROTODONTIA","PSEUDOCHEIRIDAE","1.6,1.9",NA,NA,"1"
"Pseudochirulus herbertensis","DIPROTODONTIA","PSEUDOCHEIRIDAE","1.6,1.9",NA,NA,"1"
"Pseudochirulus larvatus","DIPROTODONTIA","PSEUDOCHEIRIDAE","1.6,1.9",NA,NA,"1"
"Pseudochirulus mayeri","DIPROTODONTIA","PSEUDOCHEIRIDAE","1.9",NA,NA,"1"
"Pseudochirulus schlegeli","DIPROTODONTIA","PSEUDOCHEIRIDAE","1.9","1.9",NA,"1"
"Petropseudes dahlii","DIPROTODONTIA","PSEUDOCHEIRIDAE",NA,NA,NA,NA
"Pseudochirops albertisii","DIPROTODONTIA","PSEUDOCHEIRIDAE","1.9","1.9",NA,"14,1"
"Pseudochirops archeri","DIPROTODONTIA","PSEUDOCHEIRIDAE","1.6,1.9",NA,NA,"1"
"Pseudochirops corinnae","DIPROTODONTIA","PSEUDOCHEIRIDAE","1.9",NA,"14.6","14,1"
"Pseudochirops coronatus","DIPROTODONTIA","PSEUDOCHEIRIDAE","1.9",NA,NA,"1"
"Pseudochirops cupreus","DIPROTODONTIA","PSEUDOCHEIRIDAE","1.9,4.7","1.9,4.7",NA,"14,1,4"
"Tarsipes rostratus","DIPROTODONTIA","TARSIPEDIDAE","3.8",NA,NA,"3"
"Burramys parvus","DIPROTODONTIA","BURRAMYIDAE","3.7",NA,NA,"3"
"Cercartetus caudatus","DIPROTODONTIA","BURRAMYIDAE","1.6,1.9,3.7",NA,NA,"1,3"
"Cercartetus concinnus","DIPROTODONTIA","BURRAMYIDAE","3.8","3.8",NA,"1,3"
"Cercartetus lepidus","DIPROTODONTIA","BURRAMYIDAE","1.4,3.4,3.8",NA,NA,"1,3"
"Cercartetus nanus","DIPROTODONTIA","BURRAMYIDAE","1.4,3.4",NA,NA,"1,3"
"Ailurops furvus","DIPROTODONTIA","PHALANGERIDAE",NA,NA,NA,NA
"Ailurops melanotis","DIPROTODONTIA","PHALANGERIDAE","1.6","1.6",NA,"14,1"
"Ailurops ursinus","DIPROTODONTIA","PHALANGERIDAE","14.3,14.4,1.6,1.9",NA,NA,"14,1"
"Strigocuscus celebensis","DIPROTODONTIA","PHALANGERIDAE","1.6",NA,NA,"1"
"Strigocuscus sangirensis","DIPROTODONTIA","PHALANGERIDAE",NA,NA,NA,NA
"Phalanger alexandrae","DIPROTODONTIA","PHALANGERIDAE","1.6",NA,NA,"1"
"Phalanger breviceps","DIPROTODONTIA","PHALANGERIDAE",NA,NA,NA,NA
"Phalanger carmelitae","DIPROTODONTIA","PHALANGERIDAE","1.9",NA,NA,"1"
"Phalanger gymnotis","DIPROTODONTIA","PHALANGERIDAE","14.3,14.4,14.6,1.6,1.9",NA,NA,"14,1"
"Phalanger intercastellanus","DIPROTODONTIA","PHALANGERIDAE","14.4,1.6,1.9",NA,NA,"14,1"
"Phalanger lullulae","DIPROTODONTIA","PHALANGERIDAE","14.4,1.6,1.9","14.4,1.6,1.9",NA,"14,1"
"Phalanger matabiru","DIPROTODONTIA","PHALANGERIDAE","14.3,14.6,1.6",NA,NA,"14,1"
"Phalanger matanim","DIPROTODONTIA","PHALANGERIDAE","1.9",NA,NA,"1"
"Phalanger mimicus","DIPROTODONTIA","PHALANGERIDAE","14.4,14.6,1.6,1.9,2.2",NA,NA,"14,1,2"
"Phalanger orientalis","DIPROTODONTIA","PHALANGERIDAE","14.3,14.4,14.6,1.6,1.7",NA,NA,"14,1"
"Phalanger ornatus","DIPROTODONTIA","PHALANGERIDAE","14.3,14.4,14.6,1.6",NA,NA,"14,1"
"Phalanger pelengensis","DIPROTODONTIA","PHALANGERIDAE",NA,NA,NA,NA
"Phalanger rothschildi","DIPROTODONTIA","PHALANGERIDAE","14.4,1.6","14.4,1.6",NA,"14,1"
"Phalanger sericeus","DIPROTODONTIA","PHALANGERIDAE","1.9",NA,NA,"1"
"Phalanger vestitus","DIPROTODONTIA","PHALANGERIDAE","1.9",NA,NA,"1"
"Spilocuscus kraemeri","DIPROTODONTIA","PHALANGERIDAE","14.4,1.6","14.4,1.6",NA,"14,1"
"Spilocuscus maculatus","DIPROTODONTIA","PHALANGERIDAE","14.6,1.6,1.7,1.9",NA,NA,"14,1"
"Spilocuscus nudicaudatus","DIPROTODONTIA","PHALANGERIDAE",NA,NA,NA,NA
"Spilocuscus papuensis","DIPROTODONTIA","PHALANGERIDAE","1.6","1.6",NA,"14,1"
"Spilocuscus rufoniger","DIPROTODONTIA","PHALANGERIDAE","1.6,1.9",NA,NA,"1"
"Spilocuscus wilsoni","DIPROTODONTIA","PHALANGERIDAE","1.6",NA,NA,"1"
"Trichosurus caninus","DIPROTODONTIA","PHALANGERIDAE","1.4,14.3,1.5",NA,NA,"1,14"
"Trichosurus cunninghami","DIPROTODONTIA","PHALANGERIDAE","1.4,14.3",NA,NA,"1,14"
"Trichosurus johnstonii","DIPROTODONTIA","PHALANGERIDAE",NA,NA,NA,NA
"Trichosurus vulpecula","DIPROTODONTIA","PHALANGERIDAE","1.4,14.3,14.4,14.5,1.5,2.1",NA,NA,"1,14,2"
"Wyulda squamicaudata","DIPROTODONTIA","PHALANGERIDAE","1.5,2.1,6",NA,NA,"1,2,6"
"Phascolarctos cinereus","DIPROTODONTIA","PHASCOLARCTIDAE","1.4,1.5,2.1",NA,NA,"1,2"
"Lasiorhinus krefftii","DIPROTODONTIA","VOMBATIDAE","2.1",NA,NA,"2"
"Lasiorhinus latifrons","DIPROTODONTIA","VOMBATIDAE","2.1,4.4,4.5","2.1,4.4,4.5",NA,"1,2,4"
"Vombatus ursinus","DIPROTODONTIA","VOMBATIDAE","1.4,3.4",NA,NA,"1,3"
"Calyptophractus retusus","CINGULATA","CHLAMYPHORIDAE","2.1,3.5,8.2",NA,NA,"2,3,8"
"Chlamyphorus truncatus","CINGULATA","CHLAMYPHORIDAE","2.1,3.4,3.5,4.4,8.2",NA,NA,"2,3,4,8"
"Chaetophractus vellerosus","CINGULATA","CHLAMYPHORIDAE","2.1,3.4,3.5,4.4,4.5,4.7,8.1,8.2","2.1,3.4,3.5,4.4,4.5,4.7,8.1,8.2",NA,"14,2,3,4,8"
"Chaetophractus villosus","CINGULATA","CHLAMYPHORIDAE","1.4,14.1,14.2,14.3,14.4,2.1,2.2,3.4,3.5,4.4,4.5,8.2",NA,NA,"1,14,2,3,4,8"
"Euphractus sexcinctus","CINGULATA","CHLAMYPHORIDAE","1.4,14.1,14.2,14.3,1.5,1.6,2.1,2.2,3.4,3.5,3.6,4.4,4.5,4.6",NA,NA,"1,14,2,3,4"
"Zaedyus pichiy","CINGULATA","CHLAMYPHORIDAE","3.4,3.5,4.4,8.2","3.4,3.5,4.4,8.2",NA,"14,3,4,8"
"Cabassous centralis","CINGULATA","CHLAMYPHORIDAE","1.5,1.6,1.9,2.1,2.2,3.5,3.6",NA,NA,"1,2,3"
"Cabassous chacoensis","CINGULATA","CHLAMYPHORIDAE","1.5,2.1,3.5",NA,NA,"1,2,3"
"Cabassous tatouay","CINGULATA","CHLAMYPHORIDAE","14.6,1.5,1.6,4.4,4.5","14.6,1.5,1.6,4.4,4.5",NA,"14,1,4"
"Cabassous unicinctus","CINGULATA","CHLAMYPHORIDAE","14.2,1.6,1.9,3.5,3.6,4.5,4.6","14.2,1.6,1.9,3.5,3.6,4.5,4.6",NA,"14,1,3,4"
"Priodontes maximus","CINGULATA","CHLAMYPHORIDAE","1.4,1.5,1.6,2.1,2.2,4.6",NA,NA,"1,2,4"
"Tolypeutes matacus","CINGULATA","CHLAMYPHORIDAE","2.1,3.4","2.1,3.4",NA,"2,3"
"Tolypeutes tricinctus","CINGULATA","CHLAMYPHORIDAE","2.1,3.5",NA,NA,"2,3"
"Dasypus beniensis","CINGULATA","DASYPODIDAE",NA,NA,NA,NA
"Dasypus kappleri","CINGULATA","DASYPODIDAE","1.6",NA,NA,"1"
"Dasypus mazzai","CINGULATA","DASYPODIDAE",NA,NA,NA,NA
"Dasypus novemcinctus","CINGULATA","DASYPODIDAE","1.4,14.1,14.2,14.3,14.4,14.5,1.5,1.6,1.9,2.2,3.4,3.5,3.6,3.8,4.4,4.6","1.4,14.1,14.2,14.3,14.4,14.5,1.5,1.6,1.9,2.2,3.4,3.5,3.6,3.8,4.4,4.6",NA,"1,14,2,3,4"
"Dasypus pastasae","CINGULATA","DASYPODIDAE",NA,NA,NA,NA
"Dasypus pilosus","CINGULATA","DASYPODIDAE","1.6,1.9",NA,NA,"1"
"Dasypus sabanicola","CINGULATA","DASYPODIDAE","2.2,3.5,4.5",NA,NA,"2,3,4"
"Dasypus septemcinctus","CINGULATA","DASYPODIDAE","1.6,2.2,4.5",NA,NA,"1,2,4"
"Bradypus pygmaeus","PILOSA","BRADYPODIDAE","1.7",NA,"1.6","1"
"Bradypus torquatus","PILOSA","BRADYPODIDAE","1.6","1.6",NA,"14,1"
"Bradypus tridactylus","PILOSA","BRADYPODIDAE","1.6,1.9",NA,NA,"1"
"Bradypus variegatus","PILOSA","BRADYPODIDAE","14.3,1.6,1.7,1.8,1.9",NA,NA,"14,1"
"Choloepus didactylus","PILOSA","CHOLOEPIDAE","1.6,1.9","1.6,1.9",NA,"1"
"Choloepus hoffmanni","PILOSA","CHOLOEPIDAE","1.6,1.9","1.6,1.9",NA,"1,3,4"
"Cyclopes catellus","PILOSA","CYCLOPEDIDAE",NA,NA,NA,NA
"Cyclopes didactylus","PILOSA","CYCLOPEDIDAE","1.6,1.7,1.9",NA,NA,"1"
"Cyclopes dorsalis","PILOSA","CYCLOPEDIDAE",NA,NA,NA,NA
"Cyclopes ida","PILOSA","CYCLOPEDIDAE",NA,NA,NA,NA
"Cyclopes rufus","PILOSA","CYCLOPEDIDAE",NA,NA,NA,NA
"Cyclopes thomasi","PILOSA","CYCLOPEDIDAE",NA,NA,NA,NA
"Cyclopes xinguensis","PILOSA","CYCLOPEDIDAE",NA,NA,NA,NA
"Myrmecophaga tridactyla","PILOSA","MYRMECOPHAGIDAE","14.3,1.5,1.6,1.9,2.1,2.2,3.5,3.6,3.7,4.5,4.6",NA,NA,"14,1,2,3,4"
"Tamandua mexicana","PILOSA","MYRMECOPHAGIDAE","1.5,1.6,1.7,1.9,2.2",NA,NA,"1,2"
"Tamandua tetradactyla","PILOSA","MYRMECOPHAGIDAE","1.5,1.6,1.7,1.8,1.9,2.1,2.2,3.5,3.6",NA,NA,"1,2,3"
"Elephantulus brachyrhynchus","MACROSCELIDEA","MACROSCELIDIDAE","2.1,4.5",NA,NA,"2,4"
"Elephantulus edwardii","MACROSCELIDEA","MACROSCELIDIDAE","3.5,3.8,6",NA,NA,"3,6"
"Elephantulus fuscipes","MACROSCELIDEA","MACROSCELIDIDAE","2.1",NA,NA,"2"
"Elephantulus fuscus","MACROSCELIDEA","MACROSCELIDIDAE","2.1,3.5",NA,NA,"2,3"
"Elephantulus intufi","MACROSCELIDEA","MACROSCELIDIDAE","2.1,3.5,4.5",NA,NA,"2,3,4"
"Elephantulus myurus","MACROSCELIDEA","MACROSCELIDIDAE","2.1,4.5,6",NA,NA,"2,4,6"
"Elephantulus pilicaudus","MACROSCELIDEA","MACROSCELIDIDAE","3.5,6",NA,NA,"3,6"
"Elephantulus rufescens","MACROSCELIDEA","MACROSCELIDIDAE","2.1,4.5",NA,NA,"2,4"
"Elephantulus rupestris","MACROSCELIDEA","MACROSCELIDIDAE","2.1,3.5,6",NA,NA,"2,3,6"
"Galegeeska revoilii","MACROSCELIDEA","MACROSCELIDIDAE",NA,NA,NA,NA
"Macroscelides flavicaudatus","MACROSCELIDEA","MACROSCELIDIDAE","3.5,8.1",NA,NA,"3,8"
"Macroscelides micus","MACROSCELIDEA","MACROSCELIDIDAE","3.5,4.5,8.1",NA,NA,"3,4,8"
"Macroscelides proboscideus","MACROSCELIDEA","MACROSCELIDIDAE","3.5,8.1",NA,NA,"3,8"
"Petrodromus tetradactylus","MACROSCELIDEA","MACROSCELIDIDAE","1.5,1.6,1.9,2.1,3.6",NA,NA,"1,2,3"
"Petrosaltator rozeti","MACROSCELIDEA","MACROSCELIDIDAE",NA,NA,NA,NA
"Rhynchocyon chrysopygus","MACROSCELIDEA","MACROSCELIDIDAE","1.5,3.5",NA,NA,"1,3"
"Rhynchocyon cirnei","MACROSCELIDEA","MACROSCELIDIDAE","1.5,1.6,1.9,3.5",NA,NA,"1,3"
"Rhynchocyon petersi","MACROSCELIDEA","MACROSCELIDIDAE","14.6,1.5,1.6,1.9,3.6",NA,NA,"14,1,3"
"Rhynchocyon stuhlmanni","MACROSCELIDEA","MACROSCELIDIDAE",NA,NA,NA,NA
"Rhynchocyon udzungwensis","MACROSCELIDEA","MACROSCELIDIDAE","1.5,1.6,1.9",NA,NA,"1"
"Amblysomus corriae","AFROSORICIDA","CHRYSOCHLORIDAE","14.2,14.4,1.5,1.6,1.9,3.4,3.8,4.4,4.5","14.2,14.4,1.5,1.6,1.9,3.4,3.8,4.4,4.5",NA,"14,1,16,2,3,4"
"Amblysomus hottentotus","AFROSORICIDA","CHRYSOCHLORIDAE","14.2,14.4,1.5,1.6,1.9,2.2,3.4,4.4,4.5","14.2,14.4,1.5,1.6,1.9,2.2,3.4,4.4,4.5",NA,"14,1,16,2,3,4"
"Amblysomus marleyi","AFROSORICIDA","CHRYSOCHLORIDAE","14.1,14.2,14.4,1.5,1.6,1.9,2.1,2.2,3.5,4.5","14.1,14.2,14.4,1.5,1.6,1.9,2.1,2.2,3.5,4.5",NA,"14,1,16,2,3,4"
"Amblysomus robustus","AFROSORICIDA","CHRYSOCHLORIDAE","14.1,14.2,14.4,14.5,3.4,4.4,4.5","14.1,14.2,14.4,14.5,3.4,4.4,4.5",NA,"14,16,3,4"
"Amblysomus septentrionalis","AFROSORICIDA","CHRYSOCHLORIDAE","14.1,14.2,14.4,14.5,1.9,2.2,3.4,4.4,4.5","14.1,14.2,14.4,14.5,1.9,2.2,3.4,4.4,4.5",NA,"14,16,1,2,3,4"
"Calcochloris obtusirostris","AFROSORICIDA","CHRYSOCHLORIDAE","14.1,14.2,14.4,1.5,1.6,2.1,2.2","14.1,14.2,14.4,1.5,1.6,2.1,2.2",NA,"14,1,2"
"Huetia leucorhina","AFROSORICIDA","CHRYSOCHLORIDAE","14.1,14.4,1.5,1.6,1.9","14.1,14.4,1.5,1.6,1.9",NA,"14,1"
"Huetia tytonis","AFROSORICIDA","CHRYSOCHLORIDAE",NA,NA,NA,NA
"Neamblysomus gunningi","AFROSORICIDA","CHRYSOCHLORIDAE","14.1,14.2,14.4,1.6,1.9,3.6,4.4","14.1,14.2,14.4,1.6,1.9,3.6,4.4",NA,"14,16,1,3,4"
"Neamblysomus julianae","AFROSORICIDA","CHRYSOCHLORIDAE","14.1,14.2,14.4,2.1,4.5","14.1,14.2,14.4,2.1,4.5",NA,"14,2,4"
"Carpitalpa arendsi","AFROSORICIDA","CHRYSOCHLORIDAE","14.1,14.2,14.4,14.5,1.9,4.4,4.5","14.1,14.2,14.4,14.5,1.9,4.4,4.5",NA,"14,16,1,4"
"Chlorotalpa duthieae","AFROSORICIDA","CHRYSOCHLORIDAE","14.1,14.2,14.4,14.5,1.6","14.1,14.2,14.4,14.5,1.6",NA,"14,16,1,2,4"
"Chlorotalpa sclateri","AFROSORICIDA","CHRYSOCHLORIDAE","14.1,14.2,14.4,14.5,3.5,3.7,3.8,4.4",NA,NA,"14,3,4"
"Chrysochloris asiatica","AFROSORICIDA","CHRYSOCHLORIDAE","14.2,14.4,14.5,1.6,1.9,3.5,3.6,3.8,4.4","14.2,14.4,14.5,1.6,1.9,3.5,3.6,3.8,4.4",NA,"14,1,3,4"
"Chrysochloris stuhlmanni","AFROSORICIDA","CHRYSOCHLORIDAE","1.9,3.7,3.8,4.5,4.7","1.9,3.7,3.8,4.5,4.7",NA,"14,1,3,4"
